genome	rate	I_alg	S_alg	k	d	kmer_count	index_bytes	Unnamed: 9	pref	S_time_s	S_mem_kb	I_time_s	I_mem_kb	Q_time_s	Q_mem_kb	qType	num_queries	SI_time_s	SI_mem_kb	Q_time_mus_per_query	Q_mem_bits_per_kmer
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	local	15	1	381385719	296978600	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_local.k_15.d_1	na	1122.78	4394896	222.07	11022488	2.27	304088	Str	999856	1344.85	11022488	2.2703269270774995	6.3785922723551165
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	15	0	381385719	407186296	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_15.d_0	na	na	na	1237.09	84928316	2.44	427040	Neg	1000000	1237.09	84928316	2.44	8.957650561635214
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	15	0	381385719	407186296	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_15.d_0	na	na	na	1237.09	84928316	1.6	426856	Pos	1000000	1237.09	84928316	1.6	8.95379095198895
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	15	0	381385719	502748056	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_15.d_0	na	na	na	1237.09	84928316	0.8300000000000001	520112	Str	999856	1237.09	84928316	0.8301195372133587	10.909941806184936
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	15	1	381385719	372723234	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_15.d_1	na	na	na	694.07	46701024	15.780000000000001	393440	Neg	1000000	694.07	46701024	15.780000000000001	8.252852278404267
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	15	1	381385719	372723234	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_15.d_1	na	na	na	694.07	46701024	9.620000000000001	393456	Pos	1000000	694.07	46701024	9.620000000000001	8.253187896634378
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	15	1	381385719	456107818	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_15.d_1	na	na	na	694.07	46701024	2.36	474856	Str	999856	694.07	46701024	2.360339888944008	9.960645642318873
human_genome_illumina.unitigs_minfreq2_k32	1	SSHash	eulertigs	23	na	3200383930	5407314318	sshash.human_genome_illumina.unitigs_minfreq2_k32.S_eulertigs.k_23.d_na	na	4778.3499999999995	120731780	1262.03	22645392	8.95	5285812	Neg	1000000	6040.379999999999	120731780	8.95	13.212944735664886
human_genome_illumina.unitigs_minfreq2_k32	1	SSHash	eulertigs	23	na	3200383930	5407314318	sshash.human_genome_illumina.unitigs_minfreq2_k32.S_eulertigs.k_23.d_na	na	4778.3499999999995	120731780	1262.03	22645392	6.1	5285800	Pos	1000000	6040.379999999999	120731780	6.1	13.212914739263798
human_genome_illumina.unitigs_minfreq2_k32	1	SSHash	eulertigs	23	na	3200383930	5407314318	sshash.human_genome_illumina.unitigs_minfreq2_k32.S_eulertigs.k_23.d_na	na	4778.3499999999995	120731780	1262.03	22645392	2.84	5285800	Str	999966	6040.379999999999	120731780	2.840096563283151	13.212914739263798
human_genome_illumina.unitigs_minfreq2_k32	1	cbl	none	23	na	3200383930	12586811607	cbl.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_na	na	na	na	3762.2999999999997	38327080	141.51	33347668	Neg	1000000	3762.2999999999997	38327080	141.51	83.35916872323503
human_genome_illumina.unitigs_minfreq2_k32	1	cbl	none	23	na	3200383930	12586811607	cbl.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_na	na	na	na	3762.2999999999997	38327080	127.94999999999999	33347732	Pos	1000000	3762.2999999999997	38327080	127.94999999999999	83.35932870404083
human_genome_illumina.unitigs_minfreq2_k32	1	cbl	none	23	na	3200383930	12586811607	cbl.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_na	na	na	na	3762.2999999999997	38327080	135.6	33344572	Str	999966	3762.2999999999997	38327080	135.60461055675893	83.35142965175432
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	global	23	na	3200383930	1286990252	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_global.k_23.d_na	na	16669.5	144475112	1428.04	64491908	11.969999999999999	1319984	Neg	1000000	18097.54	144475112	11.969999999999999	3.299564124483027
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	global	23	na	3200383930	1286990252	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_global.k_23.d_na	na	16669.5	144475112	1428.04	64491908	7	1320040	Pos	1000000	18097.54	144475112	7	3.299704107688105
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	global	23	na	3200383930	1772546684	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_global.k_23.d_na	na	16669.5	144475112	1428.04	64491908	6.01	1794220	Str	999966	18097.54	144475112	6.010204346947796	4.485011896682034
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	local	23	1	3200383930	1954809510	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_local.k_23.d_1	na	4375.2	35131292	3082.66	86933912	9.06	1992788	Neg	1000000	7457.86	86933912	9.06	4.981372344286206
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	local	23	1	3200383930	1954809510	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_local.k_23.d_1	na	4375.2	35131292	3082.66	86933912	6.43	1992828	Pos	1000000	7457.86	86933912	6.43	4.981472332289832
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	local	23	1	3200383930	2609365382	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_local.k_23.d_1	na	4375.2	35131292	3082.66	86933912	4.8100000000000005	2632044	Str	999966	7457.86	86933912	4.81016354556055	6.579320625447585
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	23	0	3200383930	3688611928	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_0	na	na	na	6709.200000000001	51044948	5.79	3631556	Neg	1000000	6709.200000000001	51044948	5.79	9.077800862473397
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	23	0	3200383930	3688611928	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_0	na	na	na	6709.200000000001	51044948	3.37	3631568	Pos	1000000	6709.200000000001	51044948	3.37	9.077830858874485
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	23	0	3200383930	4556273840	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_0	na	na	na	6709.200000000001	51044948	5.21	4478944	Str	999966	6709.200000000001	51044948	5.210177146022964	11.196016722906117
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	23	1	3200383930	1353334570	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_1	na	na	na	3959.75	29554888	20.009999999999998	1351072	Neg	1000000	3959.75	29554888	20.009999999999998	3.377274800901778
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	23	1	3200383930	1353334570	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_1	na	na	na	3959.75	29554888	19.84	1351096	Pos	1000000	3959.75	29554888	19.84	3.377334793703954
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	23	1	3200383930	1865166058	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_23.d_1	na	na	na	3959.75	29554888	10.22	1850916	Str	999966	3959.75	29554888	10.220347491814723	4.626734893022663
human_genome_illumina.unitigs_minfreq2_k32	1	SSHash	eulertigs	31	na	3562641353	4790763222	sshash.human_genome_illumina.unitigs_minfreq2_k32.S_eulertigs.k_31.d_na	na	3945.89	125522552	2373.46	18085920	9.91	4682876	Neg	1000000	6319.35	125522552	9.91	10.515514835208842
human_genome_illumina.unitigs_minfreq2_k32	1	SSHash	eulertigs	31	na	3562641353	4790763222	sshash.human_genome_illumina.unitigs_minfreq2_k32.S_eulertigs.k_31.d_na	na	3945.89	125522552	2373.46	18085920	10.32	4682872	Pos	1000000	6319.35	125522552	10.32	10.515505853109094
human_genome_illumina.unitigs_minfreq2_k32	1	SSHash	eulertigs	31	na	3562641353	4790763222	sshash.human_genome_illumina.unitigs_minfreq2_k32.S_eulertigs.k_31.d_na	na	3945.89	125522552	2373.46	18085920	4.92	4682876	Str	999810	6319.35	125522552	4.920934977645753	10.515514835208842
human_genome_illumina.unitigs_minfreq2_k32	1	cbl	none	31	na	3562641353	21618064361	cbl.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_na	na	na	na	4067.2799999999997	170181152	441.15	148354628	Neg	1000000	4067.2799999999997	170181152	441.15	333.13401670381387
human_genome_illumina.unitigs_minfreq2_k32	1	cbl	none	31	na	3562641353	21618064361	cbl.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_na	na	na	na	4067.2799999999997	170181152	392.58	148355444	Pos	1000000	4067.2799999999997	170181152	392.58	333.1358490521625
human_genome_illumina.unitigs_minfreq2_k32	1	cbl	none	31	na	3562641353	21618064361	cbl.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_na	na	na	na	4067.2799999999997	170181152	402.51	148352488	Str	999810	4067.2799999999997	170181152	402.5864914333723	333.12921128044854
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	global	31	na	3562641353	1738608732	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_global.k_31.d_na	na	27346.690000000002	168385644	1786.58	81645756	8.969999999999999	1776804	Neg	1000000	29133.270000000004	168385644	8.969999999999999	3.98985769028657
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	global	31	na	3562641353	1738608732	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_global.k_31.d_na	na	27346.690000000002	168385644	1786.58	81645756	9.21	1776840	Pos	1000000	29133.270000000004	168385644	9.21	3.9899385291843044
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	global	31	na	3562641353	2353323572	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_global.k_31.d_na	na	27346.690000000002	168385644	1786.58	81645756	6.029999999999999	2376812	Str	999810	29133.270000000004	168385644	6.031145917724366	5.337190616728352
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	local	31	1	3562641353	2587065812	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_local.k_31.d_1	na	3542.49	70255412	2941.84	114692520	9.81	2635744	Neg	1000000	6484.33	114692520	9.81	5.918628879733884
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	local	31	1	3562641353	2587065812	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_local.k_31.d_1	na	3542.49	70255412	2941.84	114692520	7.720000000000001	2635784	Pos	1000000	6484.33	114692520	7.720000000000001	5.918718700731367
human_genome_illumina.unitigs_minfreq2_k32	1	fmsi	local	31	1	3562641353	3450604564	fmsi.human_genome_illumina.unitigs_minfreq2_k32.S_local.k_31.d_1	na	3542.49	70255412	2941.84	114692520	5.91	3479084	Str	999810	6484.33	114692520	5.911123113391545	7.812369880162899
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	31	0	3562641353	4640694424	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_0	na	na	na	9020.119999999999	117231280	6.279999999999999	4561316	Neg	1000000	9020.119999999999	117231280	6.279999999999999	10.242548823858554
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	31	0	3562641353	4640694424	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_0	na	na	na	9020.119999999999	117231280	9.4	4561328	Pos	1000000	9020.119999999999	117231280	9.4	10.2425757701578
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	31	0	3562641353	5732375744	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_0	na	na	na	9020.119999999999	117231280	13.25	5627472	Str	999810	9020.119999999999	117231280	13.252517978415899	12.636628708665866
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	31	1	3562641353	1644356090	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_1	na	na	na	7804.490000000001	60013988	21.830000000000002	1635296	Neg	1000000	7804.490000000001	60013988	21.830000000000002	3.672097947491601
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	31	1	3562641353	1644356090	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_1	na	na	na	7804.490000000001	60013988	30.3	1635308	Pos	1000000	7804.490000000001	60013988	30.3	3.672124893790846
human_genome_illumina.unitigs_minfreq2_k32	1	sbwt	none	31	1	3562641353	2276540490	sbwt.human_genome_illumina.unitigs_minfreq2_k32.S_none.k_31.d_1	na	na	na	7804.490000000001	60013988	14.33	2252660	Str	999810	7804.490000000001	60013988	14.332723217411308	5.058404204741178
