genome	rate	I_alg	S_alg	k	d	kmer_count	index_bytes	Unnamed: 9	pref	S_time_s	S_mem_kb	I_time_s	I_mem_kb	Q_time_s	Q_mem_kb	qType	num_queries	SI_time_s	SI_mem_kb	Q_time_mus_per_query	Q_mem_bits_per_kmer
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	15	na	6634375	39414684	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_na	na	na	na	16.8	245140	1.68	243720	Pos	1000000	16.8	245140	1.68	293.88751766368347
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	15	na	6634375	39414684	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_na	na	na	na	16.8	245140	0.97	243716	Str	999856	16.8	245140	0.9701397001168167	293.88269430051815
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	15	na	6634375	2331600	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_15.d_na	na	21.36	319212	2.0799999999999996	136192	2.01	6056	Neg	1000000	23.439999999999998	319212	2.01	7.302571832312765
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	15	na	6634375	2331600	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_15.d_na	na	21.36	319212	2.0799999999999996	136192	2.68	6048	Pos	1000000	23.439999999999998	319212	2.68	7.292925105982101
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	15	na	6634375	3273432	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_15.d_na	na	21.36	319212	2.0799999999999996	136192	0.72	6888	Str	999856	23.439999999999998	319212	0.7201036949320703	8.305831370701837
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	15	0	6634375	8098168	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_0	na	na	na	16.15	843088	0.77	37152	Neg	1000000	16.15	843088	0.77	44.79939707960433
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	15	0	6634375	8098168	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_0	na	na	na	16.15	843088	0.79	37140	Pos	1000000	16.15	843088	0.79	44.78492699010834
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	15	0	6634375	9756840	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_0	na	na	na	16.15	843088	0.18000000000000002	38720	Str	999856	16.15	843088	0.1800259237330176	46.69015544041451
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	15	1	6634375	4231650	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_1	na	na	na	10.649999999999999	440384	5.91	33524	Neg	1000000	10.649999999999999	440384	5.91	40.42460668864814
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	15	1	6634375	4231650	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_1	na	na	na	10.649999999999999	440384	6.859999999999999	33512	Pos	1000000	10.649999999999999	440384	6.859999999999999	40.410136599152146
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	15	1	6634375	5312914	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_15.d_1	na	na	na	10.649999999999999	440384	1.95	34560	Str	999856	10.649999999999999	440384	1.9502808404410235	41.673857748469146
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	17	na	7169997	11489708	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_17.d_na	na	23.41	632808	2.24	166208	1.57	14908	Neg	1000000	25.65	632808	1.57	16.63375870310685
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	17	na	7169997	11489708	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_17.d_na	na	23.41	632808	2.24	166208	1.23	14908	Pos	1000000	25.65	632808	1.23	16.63375870310685
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	17	na	7169997	11489708	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_17.d_na	na	23.41	632808	2.24	166208	0.25	14908	Str	999964	25.65	632808	0.2500090003240117	16.63375870310685
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	17	na	7169997	47851953	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_na	na	na	na	16.56	246336	1.54	245236	Neg	1000000	16.56	246336	1.54	273.62466120976063
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	17	na	7169997	47851953	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_na	na	na	na	16.56	246336	1.4500000000000002	245236	Pos	1000000	16.56	246336	1.4500000000000002	273.62466120976063
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	17	na	7169997	47851953	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_na	na	na	na	16.56	246336	1.01	245236	Str	999964	16.56	246336	1.010036361309007	273.62466120976063
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	17	na	7169997	2591824	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_17.d_na	na	27.88	341928	2.19	148048	3.2399999999999998	6244	Neg	1000000	30.07	341928	3.2399999999999998	6.96680905166348
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	17	na	7169997	2591824	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_17.d_na	na	27.88	341928	2.19	148048	2.79	6248	Pos	1000000	30.07	341928	2.79	6.971272093977166
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	17	na	7169997	3617544	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_17.d_na	na	27.88	341928	2.19	148048	1.06	7516	Str	999964	30.07	341928	1.0600381613738095	8.386056507415555
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	17	0	7169997	8667448	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_0	na	na	na	17.12	845640	0.77	37680	Neg	1000000	17.12	845640	0.77	42.041858594919916
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	17	0	7169997	8667448	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_0	na	na	na	17.12	845640	1.1400000000000001	37680	Pos	1000000	17.12	845640	1.1400000000000001	42.041858594919916
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	17	0	7169997	10460072	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_0	na	na	na	17.12	845640	0.22	39524	Str	999964	17.12	845640	0.22000792028513028	44.09932110152905
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	17	1	7169997	4022754	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_1	na	na	na	11.86	441860	5.39	33256	Neg	1000000	11.86	441860	5.39	37.105733795983454
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	17	1	7169997	4022754	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_1	na	na	na	11.86	441860	10.41	33256	Pos	1000000	11.86	441860	10.41	37.105733795983454
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	17	1	7169997	5170858	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_17.d_1	na	na	na	11.86	441860	1.69	34308	Str	999964	11.86	441860	1.6900608421903187	38.279513924482814
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	19	na	7550096	9858052	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_19.d_na	na	21.57	620340	1.9300000000000002	142808	1.7	13396	Neg	1000000	23.5	620340	1.7	14.19425660282995
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	19	na	7550096	9858052	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_19.d_na	na	21.57	620340	1.9300000000000002	142808	1.43	13396	Pos	1000000	23.5	620340	1.43	14.19425660282995
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	19	na	7550096	9858052	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_19.d_na	na	21.57	620340	1.9300000000000002	142808	0.26	13396	Str	999972	23.5	620340	0.2600072802038457	14.19425660282995
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	19	na	7550096	47157747	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_na	na	na	na	17.169999999999998	231476	1.5699999999999998	229888	Neg	1000000	17.169999999999998	231476	1.5699999999999998	243.58683651174766
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	19	na	7550096	47157747	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_na	na	na	na	17.169999999999998	231476	1.54	229884	Pos	1000000	17.169999999999998	231476	1.54	243.5825981550433
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	19	na	7550096	47157747	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_na	na	na	na	17.169999999999998	231476	1.2200000000000002	229888	Str	999972	17.169999999999998	231476	1.2200341609565069	243.58683651174766
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	19	na	7550096	2822304	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_19.d_na	na	21.53	358140	2.65	158436	2.2899999999999996	6784	Neg	1000000	24.18	358140	2.2899999999999996	7.188252970558255
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	19	na	7550096	2822304	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_19.d_na	na	21.53	358140	2.65	158436	3.14	6780	Pos	1000000	24.18	358140	3.14	7.1840146138539165
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	19	na	7550096	3922544	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_19.d_na	na	21.53	358140	2.65	158436	0.93	7692	Str	999972	24.18	358140	0.9300260407291405	8.150359942443115
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	19	0	7550096	9071480	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_0	na	na	na	17.71	611468	0.59	38216	Neg	1000000	17.71	611468	0.59	40.49325995325093
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	19	0	7550096	9071480	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_0	na	na	na	17.71	611468	1.17	38212	Pos	1000000	17.71	611468	1.17	40.489021596546586
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	19	0	7550096	10959176	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_0	na	na	na	17.71	611468	0.19	40060	Str	999972	17.71	611468	0.19000532014896418	42.44714239395102
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	19	1	7550096	4080546	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_1	na	na	na	10.489999999999998	390280	3.88	33200	Neg	1000000	10.489999999999998	390280	3.8800000000000003	35.178360646010326
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	19	1	7550096	4080546	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_1	na	na	na	10.489999999999998	390280	9.58	33436	Pos	1000000	10.489999999999998	390280	9.58	35.42842369156631
spneumo_pangenome_RASE_db.unitigs_k128	1	sbwt	none	19	1	7550096	5278322	sbwt.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_19.d_1	na	na	na	10.489999999999998	390280	2.04	34516	Str	999972	10.489999999999998	390280	2.0400571215994048	36.572780001737726
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	21	na	7908092	8886510	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_21.d_na	na	21.96	608936	1.6500000000000001	123164	1.56	12336	Neg	1000000	23.61	608936	1.56	12.479369233438357
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	21	na	7908092	8886510	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_21.d_na	na	21.96	608936	1.6500000000000001	123164	1.47	12336	Pos	1000000	23.61	608936	1.47	12.479369233438357
spneumo_pangenome_RASE_db.unitigs_k128	1	SSHash	eulertigs	21	na	7908092	8886510	sshash.spneumo_pangenome_RASE_db.unitigs_k128.S_eulertigs.k_21.d_na	na	21.96	608936	1.6500000000000001	123164	0.25	12336	Str	999880	23.61	608936	0.25003000360043204	12.479369233438357
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	21	na	7908092	53675437	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_21.d_na	na	na	na	14.1	213236	1.1400000000000001	210716	Neg	1000000	14.1	213236	1.1400000000000001	213.1649454761022
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	21	na	7908092	53675437	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_21.d_na	na	na	na	14.1	213236	1.7100000000000002	210716	Pos	1000000	14.1	213236	1.7100000000000002	213.1649454761022
spneumo_pangenome_RASE_db.unitigs_k128	1	cbl	none	21	na	7908092	53675437	cbl.spneumo_pangenome_RASE_db.unitigs_k128.S_none.k_21.d_na	na	na	na	14.1	213236	1.08	210716	Str	999880	14.1	213236	1.0801296155538667	213.1649454761022
spneumo_pangenome_RASE_db.unitigs_k128	1	fmsi	global	21	na	7908092	3020784	fmsi.spneumo_pangenome_RASE_db.unitigs_k128.S_global.k_21.d_na	na	32.05	373328	2.81	167892	2.81	6508	Neg	1000000	34.86	373328	2.81	6.583636103373608
