genome	rate	I_alg	S_alg	k	d	kmer_count	index_bytes	Unnamed..9	pref	S_time_s	S_mem_kb	I_time_s	I_mem_kb	Q_time_s	Q_mem_kb	qType	num_queries	SI_time_s	SI_mem_kb	Q_time_mus_per_query	Q_mem_bits_per_kmer	SIalg	bits_per_kmer	bits_per_ref_kmer	Q_time_per_query_ms	plot	alg	algorithm	qTypeLabel
ec-pg-all	0.1	SSHash	eulertigs	23	na	117227291	1182946010	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_23.d_na	na	675.72	75454456	138.8	5341164	3.5500000000000003	1159068	Str	999966	814.52	75454456	3.55012070410394	79.0988507957588	SSHash - eulertigs	79.0988507957588	7.909885079575881	3.55012070410394	subsampl-stream	2	SSHash(spss)	
ec-pg-all	0.1	cbl	none	23	na	117227291	595232876	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_na	na	na	na	149.2	1320108	8.16	1209416	Neg	1000000	149.2	1320108	8.16	82.5347742617374	cbl - none	82.5347742617374	8.25347742617374	8.16	subsampl-isol	6	CBL	-
ec-pg-all	0.1	cbl	none	23	na	117227291	595232876	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_na	na	na	na	149.2	1320108	7.67	1209412	Pos	1000000	149.2	1320108	7.669999999999999	82.53450128775901	cbl - none	82.53450128775901	8.253450128775901	7.67	subsampl-isol	6	CBL	+
ec-pg-all	0.1	cbl	none	23	na	117227291	595232876	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_na	na	na	na	149.2	1320108	6.33	1209412	Str	999966	149.2	1320108	6.330215227317729	82.53450128775901	cbl - none	82.53450128775901	8.253450128775901	6.330215227317729	subsampl-stream	6	CBL	
ec-pg-all	0.1	fmsi	global	23	na	117227291	253483136	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_23.d_na	na	1726.8600000000001	5516456	278.3	12477228	9.34	262940	Neg	1000000	2005.16	12477228	9.34	17.943944469381282	fmsi - global	17.943944469381282	1.7943944469381283	9.34	subsampl-isol	7	FMSI(superstr)	-
ec-pg-all	0.1	fmsi	global	23	na	117227291	253483136	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_23.d_na	na	1726.8600000000001	5516456	278.3	12477228	9.75	262940	Pos	1000000	2005.16	12477228	9.75	17.943944469381282	fmsi - global	17.943944469381282	1.7943944469381283	9.75	subsampl-isol	7	FMSI(superstr)	+
ec-pg-all	0.1	fmsi	global	23	na	117227291	347399656	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_23.d_na	na	1726.8600000000001	5516456	278.3	12477228	4.76	354656	Str	999966	2005.16	12477228	4.760161845502747	24.20296481985581	fmsi - global	24.202964819855815	2.4202964819855817	4.760161845502747	subsampl-stream	7	FMSI(superstr)	
ec-pg-all	0.1	fmsi	local	23	1	117227291	717692146	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_23.d_1	na	621.25	2199500	1828.2	40403292	10.670000000000002	741940	Neg	1000000	2449.45	40403292	10.670000000000002	50.63257838142826	fmsi - local	50.63257838142826	5.063257838142826	10.670000000000002	subsampl-isol	8	FMSI(spss)	-
ec-pg-all	0.1	fmsi	local	23	1	117227291	717692146	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_23.d_1	na	621.25	2199500	1828.2	40403292	8.8	741860	Pos	1000000	2449.45	40403292	8.8	50.62711890186049	fmsi - local	50.62711890186049	5.0627118901860495	8.8	subsampl-isol	8	FMSI(spss)	+
ec-pg-all	0.1	fmsi	local	23	1	117227291	1021875490	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_23.d_1	na	621.25	2199500	1828.2	40403292	6.53	1038996	Str	999966	2449.45	40403292	6.530222027548937	70.90471791248677	fmsi - local	70.90471791248677	7.090471791248678	6.530222027548937	subsampl-stream	8	FMSI(spss)	
ec-pg-all	0.1	sbwt	none	23	0	117227291	1081413528	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_0	na	na	na	11099.35	96563008	3.1100000000000003	1085456	Neg	1000000	11099.35	96563008	3.1100000000000003	74.07531067147154	sbwt - none	74.07531067147154	7.407531067147154	3.1100000000000003	subsampl-isol	3	SBWT-fast	-
ec-pg-all	0.1	sbwt	none	23	0	117227291	1081413528	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_0	na	na	na	11099.35	96563008	4.21	1085456	Pos	1000000	11099.35	96563008	4.21	74.07531067147154	sbwt - none	74.07531067147154	7.407531067147154	4.21	subsampl-isol	3	SBWT-fast	+
ec-pg-all	0.1	sbwt	none	23	0	117227291	1335616992	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_0	na	na	na	11099.35	96563008	3.18	1333776	Str	999966	11099.35	96563008	3.180108123676205	91.02153524984212	sbwt - none	91.02153524984212	9.102153524984212	3.180108123676205	subsampl-stream	3	SBWT-fast	
ec-pg-all	0.1	sbwt	none	23	1	117227291	437315706	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_1	na	na	na	4492.1	52047744	19.46	456532	Neg	1000000	4492.1	52047744	19.46	31.15533907543765	sbwt - none	31.15533907543765	3.115533907543765	19.46	subsampl-isol	4	SBWT-small	-
ec-pg-all	0.1	sbwt	none	23	1	117227291	437315706	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_1	na	na	na	4492.1	52047744	27.68	456488	Pos	1000000	4492.1	52047744	27.68	31.15233636167537	sbwt - none	31.15233636167537	3.1152336361675372	27.68	subsampl-isol	4	SBWT-small	+
ec-pg-all	0.1	sbwt	none	23	1	117227291	574228666	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_1	na	na	na	4492.1	52047744	14.33	590248	Str	999966	4492.1	52047744	14.330487236566045	40.28058619899355	sbwt - none	40.28058619899355	4.028058619899355	14.330487236566043	subsampl-stream	4	SBWT-small	
ec-pg-all	0.1	SSHash	eulertigs	31	na	132379499	1574071964	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_31.d_na	na	850.39	85904880	120.4	5862672	5.800000000000001	1541036	Neg	1000000	970.79	85904880	5.800000000000001	93.12837783137402	SSHash - eulertigs	93.12837783137402	9.312837783137402	5.800000000000001	subsampl-isol	2	SSHash(spss)	-
ec-pg-all	0.1	SSHash	eulertigs	31	na	132379499	1574071964	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_31.d_na	na	850.39	85904880	120.4	5862672	5.59	1541028	Pos	1000000	970.79	85904880	5.59	93.12789437282883	SSHash - eulertigs	93.12789437282883	9.312789437282884	5.59	subsampl-isol	2	SSHash(spss)	+
ec-pg-all	0.1	SSHash	eulertigs	31	na	132379499	1574071964	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_31.d_na	na	850.39	85904880	120.4	5862672	7.680000000000001	1541028	Str	999810	970.79	85904880	7.681459477300688	93.12789437282883	SSHash - eulertigs	93.12789437282883	9.312789437282884	7.681459477300688	subsampl-stream	2	SSHash(spss)	
ec-pg-all	0.1	cbl	none	31	na	132379499	913404918	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_na	na	na	na	177.88	1745720	9.16	1496952	Neg	1000000	177.88	1745720	9.16	90.4642795180846	cbl - none	90.4642795180846	9.04642795180846	9.16	subsampl-isol	6	CBL	-
ec-pg-all	0.1	cbl	none	31	na	132379499	913404918	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_na	na	na	na	177.88	1745720	8.7	1496948	Pos	1000000	177.88	1745720	8.7	90.464037788812007	cbl - none	90.46403778881199	9.0464037788812	8.7	subsampl-isol	6	CBL	+
ec-pg-all	0.1	cbl	none	31	na	132379499	913404918	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_na	na	na	na	177.88	1745720	8.01	1496952	Str	999810	177.88	1745720	8.01152218921595	90.4642795180846	cbl - none	90.4642795180846	9.04642795180846	8.01152218921595	subsampl-stream	6	CBL	
ec-pg-all	0.1	fmsi	global	31	na	132379499	367329600	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_31.d_na	na	2617.49	6160132	452.43	18768716	8.56	379536	Neg	1000000	3069.92	18768716	8.56	22.93624030107562	fmsi - global	22.93624030107562	2.293624030107562	8.56	subsampl-isol	7	FMSI(superstr)	-
ec-pg-all	0.1	fmsi	global	31	na	132379499	367329600	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_31.d_na	na	2617.49	6160132	452.43	18768716	13.02	379904	Pos	1000000	3069.92	18768716	13.02	22.95847939415453	fmsi - global	22.95847939415453	2.295847939415453	13.02	subsampl-isol	7	FMSI(superstr)	+
ec-pg-all	0.1	fmsi	global	31	na	132379499	508617312	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_31.d_na	na	2617.49	6160132	452.43	18768716	5.109999999999999	517884	Str	999810	3069.92	18768716	5.110971084506055	31.29693065238145	fmsi - global	31.296930652381455	3.1296930652381456	5.110971084506056	subsampl-stream	7	FMSI(superstr)	
ec-pg-all	0.1	fmsi	local	31	1	132379499	1067837452	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_31.d_1	na	660.74	2199508	2756.66	61453156	10.61	1103224	Neg	1000000	3417.4	61453156	10.61	66.6703837578355	fmsi - local	66.6703837578355	6.66703837578355	10.61	subsampl-isol	8	FMSI(spss)	-
ec-pg-all	0.1	fmsi	local	31	1	132379499	1067837452	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_31.d_1	na	660.74	2199508	2756.66	61453156	15.38	1103228	Pos	1000000	3417.4	61453156	15.38	66.6706254871081	fmsi - local	66.6706254871081	6.66706254871081	15.38	subsampl-isol	8	FMSI(spss)	+
ec-pg-all	0.1	fmsi	local	31	1	132379499	1530513940	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_31.d_1	na	660.74	2199508	2756.66	61453156	6.38	1555064	Str	999810	3417.4	61453156	6.381212430361769	93.97612239037105	fmsi - local	93.97612239037103	9.397612239037104	6.381212430361769	subsampl-stream	8	FMSI(spss)	
ec-pg-all	0.1	sbwt	none	31	0	132379499	2169762904	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_0	na	na	na	21542.93	138507968	3.05	2148328	Neg	1000000	21542.93	138507968	3.05	129.82844118483936	sbwt - none	129.82844118483936	12.982844118483937	3.05	subsampl-isol	3	SBWT-fast	-
ec-pg-all	0.1	sbwt	none	31	0	132379499	2169762904	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_0	na	na	na	21542.93	138507968	5.49	2148328	Pos	1000000	21542.93	138507968	5.49	129.82844118483936	sbwt - none	129.82844118483936	12.982844118483937	5.49	subsampl-isol	3	SBWT-fast	+
ec-pg-all	0.1	sbwt	none	31	0	132379499	2680048576	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_0	na	na	na	21542.93	138507968	2.81	2646728	Str	999810	21542.93	138507968	2.8105340014602773	159.94790855040176	sbwt - none	159.94790855040176	15.994790855040177	2.8105340014602773	subsampl-stream	3	SBWT-fast	
ec-pg-all	0.1	sbwt	none	31	1	132379499	775318754	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_1	na	na	na	8139.27	67789280	21.64	786648	Neg	1000000	8139.27	67789280	21.64	47.53896220743364	sbwt - none	47.53896220743364	4.753896220743364	21.64	subsampl-isol	4	SBWT-small	-
ec-pg-all	0.1	sbwt	none	31	1	132379499	775318754	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_1	na	na	na	8139.27	67789280	46.85	786648	Pos	1000000	8139.27	67789280	46.85	47.53896220743364	sbwt - none	47.53896220743364	4.753896220743364	46.85	subsampl-isol	4	SBWT-small	+
ec-pg-all	0.1	sbwt	none	31	1	132379499	1046780514	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_31.d_1	na	na	na	8139.27	67789280	22.6	1051756	Str	999810	8139.27	67789280	22.604294816015045	63.56005320733235	sbwt - none	63.56005320733235	6.356005320733235	22.60429481601504	subsampl-stream	4	SBWT-small	
ec-pg-all	1	SSHash	eulertigs	15	na	369627173	1011896760	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_15.d_na	na	4170.18	141948668	128.9	5615244	7.56	992012	Neg	1000000	4299.08	141948668	7.56	21.470542697357374	SSHash - eulertigs	21.470542697357374	21.470542697357374	7.56	isol	2	SSHash(spss)	-
ec-pg-all	1	SSHash	eulertigs	15	na	369627173	1011896760	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_15.d_na	na	4170.18	141948668	128.9	5615244	5.15	992000	Pos	1000000	4299.08	141948668	5.15	21.470282976192337	SSHash - eulertigs	21.470282976192337	21.470282976192337	5.15	isol	2	SSHash(spss)	+
ec-pg-all	1	SSHash	eulertigs	15	na	369627173	1011896760	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_15.d_na	na	4170.18	141948668	128.9	5615244	3.68	992008	Str	999856	4299.08	141948668	3.68052999631947	21.47045612363569	SSHash - eulertigs	21.470456123635692	21.470456123635692	3.68052999631947	stream	2	SSHash(spss)	
ec-pg-all	1	cbl	none	15	na	369627173	864398209	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_na	na	na	na	2053.91	1454800	8.67	1151316	Neg	1000000	2053.91	1454800	8.67	24.918427736913163	cbl - none	24.918427736913163	24.918427736913163	8.67	isol	6	CBL	-
ec-pg-all	1	cbl	none	15	na	369627173	864398209	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_na	na	na	na	2053.91	1454800	10.17	1151308	Pos	1000000	2053.91	1454800	10.17	24.918254589469807	cbl - none	24.918254589469807	24.918254589469807	10.17	isol	6	CBL	+
ec-pg-all	1	cbl	none	15	na	369627173	864398209	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_na	na	na	na	2053.91	1454800	7.9	1151312	Str	999856	2053.91	1454800	7.901137763837994	24.918341163191485	cbl - none	24.918341163191485	24.918341163191485	7.901137763837992	stream	6	CBL	
ec-pg-all	1	fmsi	global	15	na	369627173	127842224	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_15.d_na	na	1505.5	16771012	137.19	7041620	6.5200000000000005	135256	Neg	1000000	1642.69	16771012	6.5200000000000005	2.927403824826482	fmsi - global	2.9274038248264826	2.9274038248264826	6.52	isol	7	FMSI(superstr)	-
ec-pg-all	1	fmsi	global	15	na	369627173	127842224	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_15.d_na	na	1505.5	16771012	137.19	7041620	6.23	135248	Pos	1000000	1642.69	16771012	6.23	2.9272306773831263	fmsi - global	2.9272306773831263	2.9272306773831263	6.23	isol	7	FMSI(superstr)	+
ec-pg-all	1	fmsi	global	15	na	369627173	180831864	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_global.k_15.d_na	na	1505.5	16771012	137.19	7041620	2.87	187004	Str	999856	1642.69	16771012	2.870413339520891	4.04740806217729	fmsi - global	4.04740806217729	4.04740806217729	2.870413339520891	stream	7	FMSI(superstr)	
ec-pg-all	1	fmsi	local	15	1	369627173	258552880	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_15.d_1	na	858.68	4395644	251.11	12863052	9.43	268256	Neg	1000000	1109.79	12863052	9.43	5.805980070626464	fmsi - local	5.805980070626464	5.805980070626464	9.43	isol	8	FMSI(spss)	-
ec-pg-all	1	fmsi	local	15	1	369627173	258552880	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_15.d_1	na	858.68	4395644	251.11	12863052	6.3	268248	Pos	1000000	1109.79	12863052	6.3	5.805806923183107	fmsi - local	5.805806923183107	5.805806923183107	6.3	isol	8	FMSI(spss)	+
ec-pg-all	1	fmsi	local	15	1	369627173	355374464	fmsi.ecoli_pangenome_661k_all.unitigs_k128.S_local.k_15.d_1	na	858.68	4395644	251.11	12863052	2.85	362812	Str	999856	1109.79	12863052	2.8504104591061115	7.852496277377313	fmsi - local	7.852496277377313	7.852496277377313	2.8504104591061115	stream	8	FMSI(spss)	
ec-pg-all	1	sbwt	none	15	0	369627173	393831416	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_0	na	na	na	1087.13	71598076	2.67	414000	Neg	1000000	1087.13	71598076	2.67	8.960380193693172	sbwt - none	8.960380193693172	8.960380193693172	2.67	isol	3	SBWT-fast	-
ec-pg-all	1	sbwt	none	15	0	369627173	393831416	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_0	na	na	na	1087.13	71598076	1.92	413772	Pos	1000000	1087.13	71598076	1.92	8.955445491557516	sbwt - none	8.955445491557516	8.955445491557516	1.92	isol	3	SBWT-fast	+
ec-pg-all	1	sbwt	none	15	0	369627173	486250856	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_0	na	na	na	1087.13	71598076	1.03	504232	Str	999856	1087.13	71598076	1.030148341361156	10.913310207309896	sbwt - none	10.913310207309895	10.913310207309895	1.030148341361156	stream	3	SBWT-fast	
ec-pg-all	1	sbwt	none	15	1	369627173	329488914	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_1	na	na	na	570.03	36102920	16.35	351232	Neg	1000000	570.03	36102920	16.35	7.601865353118939	sbwt - none	7.601865353118939	7.601865353118939	16.35	isol	4	SBWT-small	-
ec-pg-all	1	sbwt	none	15	1	369627173	329488914	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_1	na	na	na	570.03	36102920	12.04	351220	Pos	1000000	570.03	36102920	12.04	7.601605631953904	sbwt - none	7.601605631953904	7.601605631953904	12.04	isol	4	SBWT-small	+
ec-pg-all	1	sbwt	none	15	1	369627173	402178618	sbwt.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_15.d_1	na	na	na	570.03	36102920	2.89	422228	Str	999856	570.03	36102920	2.89041621993567	9.1384623391852209	sbwt - none	9.1384623391852209	9.1384623391852209	2.8904162199356707	stream	4	SBWT-small	
ec-pg-all	1	SSHash	eulertigs	23	na	1172272910	1743870040	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_23.d_na	na	1818.87	25782012	415.64	10586076	5.21	1707564	Neg	1000000	2234.51	25782012	5.21	11.65301346083311	SSHash - eulertigs	11.65301346083311	11.65301346083311	5.21	isol	2	SSHash(spss)	-
ec-pg-all	1	SSHash	eulertigs	23	na	1172272910	1743870040	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_23.d_na	na	1818.87	25782012	415.64	10586076	3.2	1707552	Pos	1000000	2234.51	25782012	3.2	11.652931568639591	SSHash - eulertigs	11.652931568639593	11.652931568639593	3.2	isol	2	SSHash(spss)	+
ec-pg-all	1	SSHash	eulertigs	23	na	1172272910	1743870040	sshash.ecoli_pangenome_661k_all.unitigs_k128.S_eulertigs.k_23.d_na	na	1818.87	25782012	415.64	10586076	3.81	1707560	Str	999966	2234.51	25782012	3.810129544404509	11.652986163435273	SSHash - eulertigs	11.652986163435271	11.652986163435271	3.81012954440451	stream	2	SSHash(spss)	
ec-pg-all	1	cbl	none	23	na	1172272910	4820260613	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_na	na	na	na	2027.24	6416180	31.07	4743944	Neg	1000000	2027.24	6416180	31.07	32.37433167333023	cbl - none	32.37433167333023	32.37433167333023	31.07	isol	6	CBL	-
ec-pg-all	1	cbl	none	23	na	1172272910	4820260613	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_na	na	na	na	2027.24	6416180	33.51	4743932	Pos	1000000	2027.24	6416180	33.51	32.37424978113671	cbl - none	32.37424978113671	32.37424978113671	33.51	isol	6	CBL	+
ec-pg-all	1	cbl	none	23	na	1172272910	4820260613	cbl.ecoli_pangenome_661k_all.unitigs_k128.S_none.k_23.d_na	na	na	na	2027.24	6416180	38.02	4743940	Str	999966	2027.24	6416180	38.02129272395261	32.37430437593239	cbl - none	32.37430437593239	32.37430437593239	38.02129272395261	stream	6	CBL	
